Group Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score
San Francisco Bay Area Street Photography,,52850385745,51746,2020-11-01 10:39:32 EST,Photo,122,7,10,40,2,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/52850385745/permalink/10159037512365746,Marshall's Beach and the Golden Gate Bridge at sunset #Vote,https://www.facebook.com/photo.php?fbid=10157315243976174&set=gm.10159037512365746&type=3,,,,,,,181,1.39
Columbus Black Owned Businesses,,281688762959032,74564,2020-09-27 07:02:50 EDT,Photo,32,33,10,15,0,0,0,0,1,,0,0,0,N/A,https://www.facebook.com/groups/281688762959032/permalink/371147620679812,"🚨🚨🚨 Pre-orders🚨🚨🚨🚨 last shipment was sold out soon as it arrived so this time I’ve decided to accept pre order payments Cash app only $vernisha19 INBOX ME ON YOUR INTEREST, COLOR AND SIZES AND I WILL REPLIE ASAP! @chateauxfashionboutique",https://www.facebook.com/photo.php?fbid=10157180431682234&set=gm.371147620679812&type=3,,,Photos from Nish Harris's post,,,,91,1.36
New To Austin 20-30’s (NTA),,233293443506311,10697,2020-10-20 03:57:00 EDT,Link,12,22,1,0,3,3,1,0,0,,0,0,0,N/A,https://www.facebook.com/groups/233293443506311/permalink/1810586239110349,Asteroid may hit before election day. What do you think will happen?,https://buff.ly/3m4gAxf,,,Neil deGrasse Tyson Says Asteroid Could Hit U.S. Day Before Election,"Neil deGrasse Tyson is waring earthlings, an asteroid may be heading for our planet before election day, but it's probably not going to kill us ... but maybe something else will.",,,42,1.35
San Jose Current Events,,1680158918899563,13830,2020-11-17 12:46:13 EST,Link,30,20,2,0,0,0,11,3,2,,0,0,0,N/A,https://www.facebook.com/groups/1680158918899563/permalink/2732508376997940,"It was always inevitable. COVID is not a hoax, and COVID did not vanish right after Election Day.",https://www.bloomberg.com/news/articles/2020-11-17/america-locks-down-from-atlantic-to-pacific-with-covid-raging,,,America Locks Down From Atlantic to Pacific as Covid Rages,"In a matter of days, America’s long effort to revive its virus-battered economy has been put on pause -- or thrown into reverse -- as new infections soar at the fastest pace since the pandemic’s earliest days.",,,68,1.35
"Washington D.C. Housing, Rooms, Apartments, Sublets",,1468086266815937,114897,2020-09-08 14:21:03 EDT,Status,10,29,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1468086266815937/permalink/2460932487531305,"Hey guys, I’m looking for a room really anywhere in DC (preferred) Nova, or MoCo from Bethesda to Rockville from October through at least December (month to month or short term would be a huge plus). I do have a car so somewhere with a convenient parking situation is necessary. I’d like to keep it under $1000/mo but have flexibility. I’m currently wfh but will need to go back to the office at some point next year. In my free time over the past few months I’ve been playing tennis and Pokemon Go, and studying for the GRE. As a roommate I‘ll keep common spaces clean and tidy. Bonus if you wanna hang out and do stuff together as roomies but of course no pressure. I can absolutely live with a dog, but sadly am allergic to cats and Trump supporters. Feel free to DM me if you have a room available that might fit!",,,,,,,,39,1.34
Denver Free Fun,,1894066747532679,24408,2020-09-05 12:06:36 EDT,Photo,25,7,2,4,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1894066747532679/permalink/2755182604754418,"Today, September 5, until 2 pm The Firehouse Art Center and ArtWalk of Longmont are offering a mini-Chalk Festival for Summer on the Streets. There will be art booths and music, but the chalk artists are the highlight and main feature of this event! Artists will design a work of art that will be on display for all Downtown guests to see. Judges will select their favorite works of art in their juried art award. Artwork is judged based on composition, creativity, ability with medium, and originality. Spectators get a vote too. The People’s Choice winner will be named based on likes on the ArtWalk Longmont Facebook and Instagram pages, where all works will be featured. Winners for the People's Choice will be announced on September 12 at their final Art Walk. https://firehouseart.org/ #denverfreefun",https://www.facebook.com/photo.php?fbid=10225410646959497&set=gm.2755182604754418&type=3,,,,,,,39,1.34
You Know You From South Dallas If.....,,113523748745557,47651,2020-10-22 22:15:19 EDT,Status,19,33,8,0,2,8,1,1,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3261586830605884,Question: Does Trump understand why black parent's give their children 'the talk?' Trump: Nobody's done more for black Americans than Donald Trump.,,,,,,,,72,1.33
Columbus Black Owned Businesses,,281688762959032,76018,2020-10-24 15:02:55 EDT,Photo,3,44,1,2,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/281688762959032/permalink/392835985177642,Does anyone make birthday shirts similar to these? Pictures and contact information would be awesome❤️ You can also inbox me.,https://www.facebook.com/photo.php?fbid=10223597346220101&set=gm.392835985177642&type=3,,,Photos from Jennifer Harris Sharpe's post,,,,50,1.32
"Washington D.C. Housing, Rooms, Apartments, Sublets",,1468086266815937,115026,2020-09-10 21:25:05 EDT,Photo,8,12,3,0,1,0,1,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1468086266815937/permalink/2462771127347441,"Leaving behind a great DC starter apartment! 1913 2nd Street NE Washington, DC 20002 Prime location. Apt is a 12 min walk from NoMa metro stop (redline), and it's a scenic walk. DC just finished revamping the metropolitan bike trail and park. Walking distance to Harris Teeters and Trader Joe's. Close to awesome restaurants and bars like Aroi Thai, Wundergarten, and more. For rent is a 2 bedroom, 1 bath, complete furnished apartment unit with full kitchen. FULLY FURNISHED and all utilities except electric. To move in you will need the a security deposit of $1500 and 1st months rent $1500 ($725 per roommate). We have available Short Term stays 3 months, 6 months and 9 months. This is YOUR fully furnished apartment. We can provided everything except for your personal affects and food. Wifi in unit. Neighborhood is safe and convenient. Close to New York Ave and Rhode Island Redline Metro Stations, P6 Bus (steps away, literally),. Close to laundromat and other services. P.S. we actually redecorated our rooms, so they look a lot better haha I was too lazy to upload new pictures. Let me know if you want recents. Please message if interested! Want to get someone signed up starting October 15th!",https://www.facebook.com/photo.php?fbid=4292282260845206&set=gm.2462771127347441&type=3,,,Photos from Maria Amalla's post,,,,25,1.32
You Know You From South Dallas If.....,,113523748745557,47659,2020-10-14 15:30:09 EDT,Photo,9,69,8,3,3,0,0,1,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3240291106068790,Comments,https://www.facebook.com/thejasminebrand/photos/a.664735357054679/1495119814016225/?type=3,,the JASMINE BRAND Ice Cube Working With President Trump To Help Develop Platinum Plan MIS UNIY Jasmine BRAND planetholly,The Jasmine BRAND,"#IceCube (real name O’Shea Jackson) venturing even more into the political arena.
Reportedly, the 51-year-old #rapper turned business man is said to be working with President #Trump’s administration. Katrina Pierson, Trump’s senior advisor, shared the news on social media writing:
“Shoutout to @icecube for his willingness to step up and work with @realDonaldTrump Administration to help develop the #PlatinumPlan
Leaders gonna lead, haters gonna hate. Thank you for leading!”
Ice Cube immediately began to trend on Twitter after the news.
Full Story On #TheJasmineBrand.com",,,93,1.31
San Jose Current Events,,1680158918899563,13562,2020-10-11 13:55:07 EDT,Link,19,43,2,2,0,5,0,2,0,,0,0,0,N/A,https://www.facebook.com/groups/1680158918899563/permalink/2698725837042861,A proposition on the November ballot aims to allow 17-year-olds to vote in primary elections if they will be 18 by the general election. The process is already allowed in more than a third of states in the country. [http://nbcbay.com/DUmfYaJ](http://nbcbay.com/DUmfYaJ?fbclid=IwAR0P6FSe-R7GdxT-x5U-yNbr55mRDg_RZEIXuqAdiXOMJ9IwyTb055asIBM),http://nbcbay.com/DUmfYaJ,,,Election Guide: Here's What You Need to Know About Proposition 18,<p>A proposition on the November ballot aims to allow 17-year-olds to vote in primary elections if they will be 18 by the general election.</p>,,,73,1.26
Jacksonville Beaches,,370164753104262,9440,2020-11-14 14:28:40 EST,Status,7,45,0,1,0,6,1,0,0,,0,0,0,N/A,https://www.facebook.com/groups/370164753104262/permalink/3439480669505973,"Does anyone know where I can buy Trump flags, signs today in the beaches area?",,,,,,,,60,1.25
Indiana Shit Drivers,,2448884692101913,24334,2020-11-01 12:31:52 EST,Photo,10,97,0,0,0,11,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/2448884692101913/permalink/2839556359701409,"Theft of Service (Unauthorized Dumping) in Richmond, Indiana.",https://www.facebook.com/photo.php?fbid=2802112160025234&set=gm.2839556359701409&type=3,,,Photos from Richard Harris's post,,,,118,1.24
East Boston Open Discussion,,408282242636625,16696,2020-10-02 01:11:41 EDT,Photo,4,49,1,0,2,17,6,0,2,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/2063669800431186,"ABC special report just broke President Trump,and his wife has tested Positive for Covid . Dont have the link /its not up.This is screenshot of tv . Please no negative comments ,Please.",https://www.facebook.com/photo.php?fbid=3596093260413120&set=gm.2063669800431186&type=3,,,,,,,81,1.23
You Know You From South Dallas If.....,,113523748745557,47783,2020-11-14 11:01:44 EST,Link,12,15,5,1,4,0,5,1,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3319660894798477,This idiot done got his whole staff infected & they loving every bit of it,https://nypost.com/2020/11/13/over-130-secret-service-agents-isolating-amid-covid-19-outbreak/,,,Over 130 Secret Service agents isolating amid White House COVID-19 outbreak,More than 130 Secret Service agents assigned to protecting the White House or President Trump are isolating after they tested positive for the coronavirus.,,,43,1.23
You Know You From South Dallas If.....,,113523748745557,47696,2020-11-03 13:45:43 EST,Status,6,56,0,0,0,0,0,0,3,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3292552914175942,What is your gut feeling on the election?,,,,,,,,65,1.22
You Know You From South Dallas If.....,,113523748745557,47699,2020-11-04 13:04:48 EST,Link,4,17,7,1,0,2,1,8,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3295015987262968,tRump cheats again with a willing participant!!!,https://www.nationalmemo.com/outrage-at-dejoy-as-postal-service-misses-election-day-deadline?utm_campaign=RebelMouse&socialux=facebook&share_id=5936655&utm_medium=social&utm_content=The+National+Memo&utm_source=facebook,,,Outrage At DeJoy As Postal Service Misses Election Day Deadline,"Election experts and other critics of voter suppression responded with alarm Tuesday after the United States Postal Service failed to meet a court-ordered afternoon deadline to conduct sweeps at mail processing facilities to ""ensure that no ballots have been held up.""",,,40,1.21
"Washington D.C. Housing, Rooms, Apartments, Sublets",,1468086266815937,115833,2020-10-01 21:15:22 EDT,Photo,11,10,0,2,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1468086266815937/permalink/2480367798921107,"Hi everyone ! I’m looking for roommates or a one bedroom apartment in DC. I currently live in cathedral heights but my apartment building has moved to a co-op and I will not be able to stay. I work full time from home right now and I am a part time grad student at American. I’m looking to move in Nov/ Dec and stay under $1400 including utilities. I also have a cat named Bernie, he’s super well behaved and loves attention.",https://www.facebook.com/photo.php?fbid=10218023659570956&set=gm.2480367798921107&type=3,,,,,,,23,1.21
You Know You From South Dallas If.....,,113523748745557,47640,2020-10-06 17:52:57 EDT,Link,7,17,2,0,0,4,1,5,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3217011145063453,I bet those racist mad at his ass now!!,https://www.businessinsider.com/trump-ends-stimulus-negotiations-until-after-presidential-election-economic-recovery-2020-10?utm_source=notification&utm_medium=referral,,,Trump tells his team to end stimulus negotiations until after the election,"Trump announced on Twitter that he's ending relief negotiations, accusing Democrats of ""not acting in good faith.""",,,36,1.2
You Know You From South Dallas If.....,,113523748745557,47632,2020-10-03 17:34:36 EDT,Link,2,15,4,0,4,4,2,5,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3207706272660607,Man Punched for Playing 'F*** Donald Trump' Outside Texas Store.,http://www.tmz.com/2020/10/03/man-punched-face-playing-f-donald-trump-song-yg,,,Man Punched for Playing 'F*** Donald Trump' Outside Texas Store,"A man got punched in the face for refusing to stop playing YG's song ""F*** Donald Trump.""",,,36,1.2
New York City Lovers,,697689596979025,132638,2020-11-03 07:01:44 EST,Photo,240,7,12,44,1,0,0,0,5,,0,0,0,N/A,https://www.facebook.com/groups/697689596979025/permalink/3474557219292235,Election Day...,https://www.facebook.com/photo.php?fbid=10215026581536594&set=gm.3474557219292235&type=3,,,,,,,309,1.2
You Know You From South Dallas If.....,,113523748745557,47663,2020-10-20 19:37:55 EDT,Photo,23,55,3,4,1,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3256053237825910,,https://www.facebook.com/photo.php?fbid=3345931655515105&set=gm.3618952251499041&type=3,,,Chad,Correction: WHEN Biden wins! 🇺🇸,,,87,1.18
Columbus Black Owned Businesses,,281688762959032,76037,2020-10-25 17:34:08 EDT,Status,9,30,0,1,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/281688762959032/permalink/393804048414169,ISO Biden Yard Sign free!,,,,,,,,41,1.17
You Know You From South Dallas If.....,,113523748745557,47460,2020-09-03 18:17:53 EDT,Link,8,21,15,0,4,0,3,18,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3113868635377705,"Just think, they banned Kapernick for kneeling and the President calls them disparaging names.",https://www.theatlantic.com/politics/archive/2020/09/trump-americans-who-died-at-war-are-losers-and-suckers/615997/,,,Trump: Americans Who Died in War Are ‘Losers’ and ‘Suckers’,"The president has repeatedly disparaged the intelligence of service members, and asked that wounded veterans be kept out of military parades, multiple sources tell The Atlantic.",,,69,1.17
New To Austin 20-30’s (NTA),,233293443506311,10131,2020-09-13 21:00:27 EDT,Native Video,23,17,0,8,1,0,0,0,0,original,0,0,0,00:00:00,https://www.facebook.com/groups/233293443506311/permalink/1775789842589989,"Let's welcome our new members, this is the group that put us over the 10,000 member edge and beyond! Welcome! Remember to sync your calendars to our events MyNetworkBuilder.com/Events: Kenny Taliaferro, Natalie Sibert, Becca Leeds, Thomas Bank, Allison Fichter, Olivia Lauren Benamati, Catalina Castellanos, Hassan Mian, Jessica Dobbs, Sam Thurn, Hope Hayden, Jake Hoffman, Devon Henderson, Rose Morales, Maddy Buscemi, Julian King, Kelly Morgan, Kelsey Black, Stephen Boske, Tyler Villarreal, Brenna Teichen, Charlie Reynolds, Al Diaz, Patrick Bellon, Daniel Taco Pannell, Marques Nunley, London Jones, Mafwars Johnson, Ting-Yo Anderson, Mandy Cobb, Kasey Brock, Kaitlyn Donovan, Meka Bresha, Dan Ballou, Olivia Ripps, Rogelio Medel, Cait Rudd, Adam J. Williams, Alexis Mijares, Kimberly Pullig, Alexandra Martinez, Kayla Kane, Yareli Olvera, Keilah Cobb, Sierra Lancaster, Lacey Marie, Yill Dominguez Wehrenberg, Zareen Fazleabas, Maria Hernandez, Robert Rodriguez, Jamison Holt, Mohit Rohatgi, Natalia Streichan, Sirinapa Kose, Sarah Fogl, Julia Schilling, Davut Deniz Yavuz, Kiley Boehlke, Jordan Wake, Prahar Shah, Autumn Fae, Kara Reynolds, Ashley Horn, Eric Duong, Viktoria Wang, Cameron W. Cotton, Jen Steward, Carley Guidry, David Toub, Stef English, Mike Downs, Candace Bradley, Ellie Harbaugh, Cassidy Jenkins, Carl Sims, Caroline Marian, Naydaliz De Jesus, Mara Maupin, Jillian Patricia, Vinny Sigur, Britt Singleton, Preyansh Sharma, Rachel Jackson, Bryan Trone, Margaret Maloney, Tyler Sheedy, Leslie Pérez, Riley Burris, Allison Pixel, Mel Michelle Ochoa, Kesi Foster, Maria Paula Parra, Rianka Macwan, Andrea Sanders, Maisha Choudhury, Andrew Leidner, Ashley Symons, Yossi Arjevani, Kaci Jo Doyle, Sarah Salem, Marco Martínez, Mark Pinkey, Sara Frances, Christopher Kahle, Brittney Pinkey, Yuli Anna, Jeremy Boyd, Savannah Brady, Tanner Newell, Ruth Ye, Richard Leonard, Maura Horlacher, Ashley Thompson, Paolo Pissani, Gabriella Bryan, Ryan Breen, Annalise Nicole, Dan Rogers, Emily Porter Reich, Taylor Johnson, Alexander Wolf, Annie Bosco, Sebastian Garcia-Umpierre, Hannah Duyshart, Brenden Lemay, Jonathan Jai Ho, Tim Huynh, Greg Wong, Destiny Cerda, Madhur Jagota, Jacob Pham, Kasidy Kristine, Kenneth Wilson, Paola Salazar, Ashley Matheny, Brian Atwood, Shannon Hookey, Maria Gonzalez, Jasmin Andersen, Saiyara Sanjida, Alyssa Peters, Krista Fischer, Maria Jeanne, Iris Kay, Bryce Young, Robyn Schlenker Fischer, Greg Mathes, Lily Coleman, Landon Raynor, Chelsea Spring, Darrell Bush, Laurel Chauvin, Alondra Correa, Juliet Ramirez, Rachel Morgan, Melina Flores, Amy Cadle, Katrin Farrior, Jessica Gutierrez, Mariah Pritchett, Ali Saeed, Rina Binxhiu, Leslie Ruiz, Hank Risemberg, Bretta Fogerty, Roshan Sebastian, Juan Acosta, Daniel Wiegand, McKinley Ard, Leena Smadi Hassan, Viviana Carapia, Sanaz Sabeti, Eben Knowlton, Deepa Godse Kagade, Erin Farias, Karly Pearson, Kate Duffy, Tyesha Renee, Jody Harker, Jenifer Pantoja, Akash Namboodiri, Ericaa Winter Valenzuela, Eden Herndon, Michelle Zhang, Christian Jurado, Jessie Chern, Menre Rice, Kaushik Sahoo, Ashley Gurka, Mohammad Ullah, Jonathan Caraballo, Felisha A. Bull, Feiyang Xue, Helena Daubourg, Mikey Reynolds, Eric Snyder, Sabrina Virani, Caroline Monahan, Sree Devdas Ray, Frederick Maurice, Sonia Ramirez, Susannah Kay, Caitlyn Stekeur, Kevin Xu, Angela Meyer, Sabrina Mokerji, Ahmedz Humayun, Tara Radan",https://www.facebook.com/groups/newtoaustin/permalink/1775789842589989/,,,,,,,49,1.17
